ID,OPEID,Institution Name,City,State,Foreign Gift Received Date,Foreign Gift Amount,Gift Type,Country of Giftor,Giftor Name
1937,113100,California Institute of Technology,Pasadena,CA,6/30/2014,"$14,438.00 ",Contract,NORWAY,STATOIL PETROLEUM AS
1938,113100,California Institute of Technology,Pasadena,CA,6/30/2014,"$13,731.00 ",Contract,JAPAN,SONY CORPORATION
1939,113100,California Institute of Technology,Pasadena,CA,6/30/2014,"$8,521.00 ",Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
1940,113100,California Institute of Technology,Pasadena,CA,6/30/2014,"$6,829.00 ",Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1941,113100,California Institute of Technology,Pasadena,CA,6/30/2014,"$2,156.00 ",Contract,ENGLAND,UNIVERSITY OF LEEDS
1942,113100,California Institute of Technology,Pasadena,CA,6/30/2014,"$1,931.00 ",Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
1943,113100,California Institute of Technology,Pasadena,CA,6/30/2014,"$1,803.00 ",Contract,GERMANY,AREVA
1944,113100,California Institute of Technology,Pasadena,CA,6/30/2014,"$1,672.00 ",Contract,ENGLAND,ROYAL SOCIETY OF CHEMISTRY
1945,113100,California Institute of Technology,Pasadena,CA,6/30/2014,$756.00 ,Contract,GERMANY,MICROMOD PARTIKELTECHNOLOGIE GMBH
1946,113100,California Institute of Technology,Pasadena,CA,6/30/2014,$624.00 ,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
1947,113100,California Institute of Technology,Pasadena,CA,6/30/2014,$621.00 ,Contract,FRANCE,INSTITUT CATALÀ DE CIÈNCIES DEL CLI
1948,113100,California Institute of Technology,Pasadena,CA,6/30/2014,$515.00 ,Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
1949,113100,California Institute of Technology,Pasadena,CA,6/27/2014,$700.00 ,Contract,CANADA,POLYMER SOURCE INCORPORATED
1950,113100,California Institute of Technology,Pasadena,CA,6/27/2014,$500.00 ,Contract,CANADA,ANGSTROM ENGINEERING INC
1951,113100,California Institute of Technology,Pasadena,CA,6/27/2014,$154.00 ,Contract,ENGLAND,APOLLO SCIENTIFIC LTD
1952,113100,California Institute of Technology,Pasadena,CA,6/26/2014,"$9,300.00 ",Contract,CHINA,SHANGHAI SICCAS HIGH TECHNOLOGY COR
1953,113100,California Institute of Technology,Pasadena,CA,6/26/2014,$920.00 ,Contract,GERMANY,HTW HOCHTEMPERATUR-WERKSTOFFE GMBH
1954,113100,California Institute of Technology,Pasadena,CA,6/26/2014,$515.00 ,Contract,GERMANY,IRIS BIOTECH GMBH
1955,113100,California Institute of Technology,Pasadena,CA,6/26/2014,$300.00 ,Contract,CHINA,SHANGHAI SICCAS HIGH TECHNOLOGY COR
1956,113100,California Institute of Technology,Pasadena,CA,6/25/2014,"$1,500.00 ",Contract,CHINA,FOCTEK PHOTONICS INCORPORATED
1957,113100,California Institute of Technology,Pasadena,CA,6/25/2014,$234.00 ,Contract,GERMANY,SELKE GMBH ARCHIVDIENSTE
1958,113100,California Institute of Technology,Pasadena,CA,6/24/2014,"$1,160.00 ",Contract,CANADA,POINT GREY RESEARCH
1959,113100,California Institute of Technology,Pasadena,CA,6/24/2014,$369.00 ,Contract,ENGLAND,ABCAM INCORPORATED
1960,113100,California Institute of Technology,Pasadena,CA,6/23/2014,"$3,890.00 ",Contract,CANADA,SILICYCLE INC
1961,113100,California Institute of Technology,Pasadena,CA,6/20/2014,"$1,543.00 ",Contract,CHINA,OPNETI COMMUNICATIONS COMPANY
1962,113100,California Institute of Technology,Pasadena,CA,6/20/2014,"$1,255.00 ",Contract,CANADA,SEASTAR CHEMICALS INC
1963,113100,California Institute of Technology,Pasadena,CA,6/20/2014,$541.00 ,Contract,CANADA,ROGUE RESEARCH INC
1964,113100,California Institute of Technology,Pasadena,CA,6/20/2014,$155.00 ,Contract,CANADA,AMERICAN DYE SOURCE INC
1965,113100,California Institute of Technology,Pasadena,CA,6/19/2014,"$27,000.00 ",Contract,JAPAN,SIGLEAD INC
1966,113100,California Institute of Technology,Pasadena,CA,6/19/2014,"$5,000.00 ",Contract,CANADA,DISCOVERY GARDEN INC
1967,113100,California Institute of Technology,Pasadena,CA,6/19/2014,"$1,770.00 ",Contract,CANADA,DISCOVERY GARDEN INC
1968,113100,California Institute of Technology,Pasadena,CA,6/19/2014,"$1,091.00 ",Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
1969,113100,California Institute of Technology,Pasadena,CA,6/19/2014,$247.00 ,Contract,JAPAN,AGC ENGINEERING CO LTD
1970,113100,California Institute of Technology,Pasadena,CA,6/18/2014,"$1,060.00 ",Contract,JAPAN,KEYCOM CORP
1971,113100,California Institute of Technology,Pasadena,CA,6/17/2014,"$54,300.00 ",Contract,JAPAN,ASAHI SPECTRA COMPANY LTD
1972,113100,California Institute of Technology,Pasadena,CA,6/17/2014,$389.00 ,Contract,ENGLAND,ABCAM INCORPORATED
1973,113100,California Institute of Technology,Pasadena,CA,6/17/2014,$200.00 ,Contract,GERMANY,ATTO TEC
1974,113100,California Institute of Technology,Pasadena,CA,6/16/2014,"$2,100.00 ",Contract,CHINA,SUZHOU EVERFORTUNE IMP AND EXP CO L
1975,113100,California Institute of Technology,Pasadena,CA,6/16/2014,"$1,748.00 ",Contract,GERMANY,BONN UNIVERSITY
1976,113100,California Institute of Technology,Pasadena,CA,6/16/2014,"$1,569.00 ",Contract,DENMARK,UNISENSE
1977,113100,California Institute of Technology,Pasadena,CA,6/13/2014,$266.00 ,Contract,ENGLAND,BRITISH BIOCELL INTERNATIONAL LIMIT
1978,113100,California Institute of Technology,Pasadena,CA,6/12/2014,"$5,595.00 ",Contract,CHINA,CHANGCHUN NEW INDUSTRIES OPTOELECTR
1979,113100,California Institute of Technology,Pasadena,CA,6/12/2014,"$5,354.00 ",Contract,ENGLAND,FMP EUROPE
1980,113100,California Institute of Technology,Pasadena,CA,6/12/2014,"$4,625.00 ",Contract,CANADA,SR RESEARCH LTD
1981,113100,California Institute of Technology,Pasadena,CA,6/12/2014,$774.00 ,Contract,ENGLAND,CAMBRIDGE UNIVERSITY PRESS
1982,113100,California Institute of Technology,Pasadena,CA,6/12/2014,$571.00 ,Contract,CANADA,STEMCELL TECHNOLOGIES INCORPORATED
1983,113100,California Institute of Technology,Pasadena,CA,6/11/2014,$55.00 ,Contract,FRANCE,SAS OVIO INSTRUMENTS
1984,113100,California Institute of Technology,Pasadena,CA,6/10/2014,$359.00 ,Contract,ENGLAND,ABCAM INCORPORATED
1985,113100,California Institute of Technology,Pasadena,CA,6/9/2014,"$2,886.00 ",Contract,FRANCE,"RILEY, LEANNE"
1986,113100,California Institute of Technology,Pasadena,CA,6/9/2014,$750.00 ,Contract,CHINA,SHANGHAI ACT CHEMICAL LIMITED
1987,113100,California Institute of Technology,Pasadena,CA,6/9/2014,$561.00 ,Contract,CANADA,SELLECK CHEMICALS LLC
1988,113100,California Institute of Technology,Pasadena,CA,6/9/2014,$252.00 ,Contract,GERMANY,MICROMOD PARTIKELTECHNOLOGIE GMBH
1989,113100,California Institute of Technology,Pasadena,CA,6/9/2014,$100.00 ,Monetary Gift,CANADA,Dr. Daniel E. Gottesman
1990,113100,California Institute of Technology,Pasadena,CA,6/5/2014,"$11,770.00 ",Contract,GERMANY,JPT PEPTIDE TECHOLOGIES GMBH
1991,113100,California Institute of Technology,Pasadena,CA,6/5/2014,"$1,091.00 ",Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
1992,113100,California Institute of Technology,Pasadena,CA,6/4/2014,$420.00 ,Contract,ENGLAND,ABCAM INCORPORATED
1993,113100,California Institute of Technology,Pasadena,CA,6/4/2014,$375.00 ,Contract,CANADA,Applied Biological Materials
1994,113100,California Institute of Technology,Pasadena,CA,6/4/2014,$210.00 ,Contract,ENGLAND,ABCAM INCORPORATED
1995,113100,California Institute of Technology,Pasadena,CA,6/3/2014,$67.00 ,Contract,CANADA,SILICYCLE INC
1996,113100,California Institute of Technology,Pasadena,CA,6/2/2014,$304.00 ,Contract,ENGLAND,ABCAM INCORPORATED
1997,113100,California Institute of Technology,Pasadena,CA,6/2/2014,$270.00 ,Contract,CANADA,SELLECK CHEMICALS LLC
1998,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$91,398.00 ",Contract,TAIWAN,NATIONAL CENTRAL UNIVERSITY
1999,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$54,525.00 ",Contract,FRANCE,SANOFI-AVENTIS
2000,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$36,764.00 ",Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP
2001,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$23,088.00 ",Contract,NORWAY,STATOIL PETROLEUM AS
2002,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$21,812.00 ",Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC
2003,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$17,218.00 ",Contract,DENMARK,NOVO NORDISK A/S
2004,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$16,217.00 ",Contract,KOREA,GWANGJU INSTITUTE OF SCIENCE AND TE
2005,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$12,675.00 ",Contract,JAPAN,SONY CORPORATION
2006,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$12,437.00 ",Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
2007,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$9,547.00 ",Contract,JAPAN,"TORAY INDUSTRIES, INC."
2008,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$8,450.00 ",Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
2009,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$8,151.00 ",Contract,KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD."
2010,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$6,829.00 ",Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
2011,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$5,424.00 ",Contract,GERMANY,AREVA
2012,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$3,534.00 ",Contract,FRANCE,AIRBUS
2013,113100,California Institute of Technology,Pasadena,CA,5/31/2014,"$3,502.00 ",Contract,ENGLAND,UNIVERSITY OF LEEDS
2014,113100,California Institute of Technology,Pasadena,CA,5/31/2014,$761.00 ,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
2015,113100,California Institute of Technology,Pasadena,CA,5/31/2014,$471.00 ,Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
2016,113100,California Institute of Technology,Pasadena,CA,5/31/2014,$461.00 ,Contract,FRANCE,INSTITUT CATALÀ DE CIÈNCIES DEL CLI
2017,113100,California Institute of Technology,Pasadena,CA,5/30/2014,$300.00 ,Contract,CANADA,POLYMER SOURCE INCORPORATED
2018,113100,California Institute of Technology,Pasadena,CA,5/29/2014,"$19,856.00 ",Contract,ENGLAND,PRECISION ACOUSTICS LTD
2019,113100,California Institute of Technology,Pasadena,CA,5/29/2014,"$1,432.00 ",Contract,CHINA,FOCTEK PHOTONICS INCORPORATED
2020,113100,California Institute of Technology,Pasadena,CA,5/28/2014,$763.00 ,Contract,SOUTH KOREA,CUBE 3DGRAPHIC
2021,113100,California Institute of Technology,Pasadena,CA,5/28/2014,$395.00 ,Contract,CANADA,NORPIX INC
2022,113100,California Institute of Technology,Pasadena,CA,5/27/2014,"$2,222.00 ",Contract,GERMANY,LUIGS AND NEUMANN GMBH
2023,113100,California Institute of Technology,Pasadena,CA,5/27/2014,$595.00 ,Contract,CANADA,POINT GREY RESEARCH
2024,113100,California Institute of Technology,Pasadena,CA,5/22/2014,"$17,478.00 ",Contract,CANADA,LUMERICAL SOLUTIONS INCORPORATED
2025,113100,California Institute of Technology,Pasadena,CA,5/22/2014,$200.00 ,Monetary Gift,JAPAN,Mr. Masaaki Futamoto
2026,113100,California Institute of Technology,Pasadena,CA,5/22/2014,$32.00 ,Contract,ENGLAND,APOLLO SCIENTIFIC LTD
2027,113100,California Institute of Technology,Pasadena,CA,5/21/2014,"$14,811.00 ",Contract,GERMANY,NANOPLUS GMBH
2028,113100,California Institute of Technology,Pasadena,CA,5/21/2014,"$5,355.00 ",Contract,ENGLAND,FMP EUROPE
2029,113100,California Institute of Technology,Pasadena,CA,5/21/2014,"$1,636.00 ",Contract,ENGLAND,UQG LTD
2030,113100,California Institute of Technology,Pasadena,CA,5/21/2014,$700.00 ,Contract,TAIWAN,TRANSCOM INC
2031,113100,California Institute of Technology,Pasadena,CA,5/21/2014,$241.00 ,Contract,CANADA,OZ OPTICS LIMITED
2032,113100,California Institute of Technology,Pasadena,CA,5/20/2014,"$1,436.00 ",Contract,GERMANY,SIGMANN ELEKTRONIK GMBH
2033,113100,California Institute of Technology,Pasadena,CA,5/20/2014,$877.00 ,Contract,DENMARK,"ANDERSEN, DAN H"
2034,113100,California Institute of Technology,Pasadena,CA,5/20/2014,$350.00 ,Contract,CANADA,NORCADA
2035,113100,California Institute of Technology,Pasadena,CA,5/20/2014,$91.00 ,Contract,CANADA,SELLECK CHEMICALS LLC
2036,113100,California Institute of Technology,Pasadena,CA,5/16/2014,"$27,136.00 ",Contract,GERMANY,DOCKWEILER CHEMICAL GMBH
2037,113100,California Institute of Technology,Pasadena,CA,5/16/2014,"$1,091.00 ",Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
2038,113100,California Institute of Technology,Pasadena,CA,5/16/2014,$400.00 ,Contract,CANADA,LUMERICAL SOLUTIONS INCORPORATED
2039,113100,California Institute of Technology,Pasadena,CA,5/15/2014,$650.00 ,Contract,ENGLAND,VISITECH INTERNATIONAL
2040,113100,California Institute of Technology,Pasadena,CA,5/14/2014,$200.00 ,Monetary Gift,JAPAN,Mr. Jiro Yamasaki
2041,113100,California Institute of Technology,Pasadena,CA,5/13/2014,"$1,400.00 ",Contract,SOUTH KOREA,MODEL SOLUTION COMPANY LTD
2042,113100,California Institute of Technology,Pasadena,CA,5/12/2014,$250.00 ,Monetary Gift,GERMANY,Dr. Peter H. Wirtz
2043,113100,California Institute of Technology,Pasadena,CA,5/7/2014,$700.00 ,Contract,CANADA,ZABER TECHNOLOGIES
2044,113100,California Institute of Technology,Pasadena,CA,5/7/2014,$475.00 ,Contract,CANADA,CDN ISOTOPES INC
2045,113100,California Institute of Technology,Pasadena,CA,5/6/2014,$418.00 ,Contract,GERMANY,DSMZ DEUTSCHE SAMMLUNG VON MIKROORG
2046,113100,California Institute of Technology,Pasadena,CA,5/2/2014,$225.00 ,Contract,GERMANY,Angelika Schacht
2047,113100,California Institute of Technology,Pasadena,CA,5/1/2014,"$3,032.00 ",Contract,CANADA,OZ OPTICS LIMITED
2048,113100,California Institute of Technology,Pasadena,CA,5/1/2014,"$1,360.00 ",Contract,ENGLAND,PHOENIX PHOTONICS LTD
2049,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$87,410.00 ",Contract,KOREA,GWANGJU INSTITUTE OF SCIENCE AND TE
2050,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$80,816.00 ",Contract,TAIWAN,NATIONAL CENTRAL UNIVERSITY
2051,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$33,086.00 ",Contract,FRANCE,SANOFI-AVENTIS
2052,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$26,217.00 ",Contract,NORWAY,STATOIL PETROLEUM AS
2053,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$25,253.00 ",Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP
2054,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$22,647.00 ",Contract,JAPAN,SONY CORPORATION
2055,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$22,225.00 ",Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC
2056,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$13,385.00 ",Contract,DENMARK,NOVO NORDISK A/S
2057,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$12,663.00 ",Contract,JAPAN,THE UNIVERSITY OF TOKYO
2058,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$11,511.00 ",Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
2059,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$11,147.00 ",Contract,KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD."
2060,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$10,925.00 ",Contract,JAPAN,"TORAY INDUSTRIES, INC."
2061,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$9,933.00 ",Contract,FRANCE,AIRBUS
2062,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$8,285.00 ",Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
2063,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$6,829.00 ",Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
2064,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$3,261.00 ",Contract,ENGLAND,UNIVERSITY OF LEEDS
2065,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$2,111.00 ",Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
2066,113100,California Institute of Technology,Pasadena,CA,4/30/2014,"$1,996.00 ",Contract,FRANCE,INSTITUT CATALÀ DE CIÈNCIES DEL CLI
2067,113100,California Institute of Technology,Pasadena,CA,4/30/2014,$859.00 ,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
2068,113100,California Institute of Technology,Pasadena,CA,4/30/2014,$716.00 ,Contract,CANADA,SELLECK CHEMICALS LLC
2069,113100,California Institute of Technology,Pasadena,CA,4/30/2014,$0.00 ,Contract,JAPAN,TAMAGAWA UNIVERSITY
2070,113100,California Institute of Technology,Pasadena,CA,4/29/2014,$160.00 ,Contract,GERMANY,JENA BIOSCIENCE GMBH
2071,113100,California Institute of Technology,Pasadena,CA,4/28/2014,"$1,285.00 ",Contract,GERMANY,ATTO TEC
2072,113100,California Institute of Technology,Pasadena,CA,4/28/2014,$592.00 ,Contract,GERMANY,"JULSETH, MARA JEAN"
2073,113100,California Institute of Technology,Pasadena,CA,4/25/2014,"$7,500.00 ",Contract,GERMANY,BASF
2074,113100,California Institute of Technology,Pasadena,CA,4/25/2014,$90.00 ,Monetary Gift,FRANCE,Dr. Jean-Francois L. Haas
2075,113100,California Institute of Technology,Pasadena,CA,4/24/2014,"$1,593.00 ",Contract,CANADA,OE LAND INC
2076,113100,California Institute of Technology,Pasadena,CA,4/24/2014,$850.00 ,Contract,CHINA,INNOLIGHT TECHNOLOGY CORPORATION
2077,113100,California Institute of Technology,Pasadena,CA,4/23/2014,"$4,995.00 ",Contract,CHINA,CHANGCHUN NEW INDUSTRIES OPTOELECTR
2078,113100,California Institute of Technology,Pasadena,CA,4/23/2014,$798.00 ,Contract,CANADA,SILICYCLE INC
2079,113100,California Institute of Technology,Pasadena,CA,4/22/2014,"$3,000,000.00 ",Contract,VENEZUELA,Mr. Luis B. Soux
2080,113100,California Institute of Technology,Pasadena,CA,4/22/2014,"$3,930.00 ",Contract,CHINA,OPNETI COMMUNICATIONS COMPANY
2081,113100,California Institute of Technology,Pasadena,CA,4/22/2014,$227.00 ,Contract,DENMARK,BIOMEDICAL INSTRUMENTS
2082,113100,California Institute of Technology,Pasadena,CA,4/21/2014,"$1,350.00 ",Contract,CANADA,OZ OPTICS LIMITED
2083,113100,California Institute of Technology,Pasadena,CA,4/18/2014,"$5,334.00 ",Contract,ENGLAND,FMP EUROPE
2084,113100,California Institute of Technology,Pasadena,CA,4/16/2014,$69.00 ,Contract,CANADA,SILICYCLE INC
2085,113100,California Institute of Technology,Pasadena,CA,4/15/2014,$70.00 ,Contract,CANADA,SELLECK CHEMICALS LLC
2086,113100,California Institute of Technology,Pasadena,CA,4/14/2014,$330.00 ,Contract,GERMANY,ATTO TEC
2087,113100,California Institute of Technology,Pasadena,CA,4/10/2014,$750.00 ,Contract,CHINA,"LIANG, YAN"
2088,113100,California Institute of Technology,Pasadena,CA,4/10/2014,$722.00 ,Contract,JAPAN,COAX CO LTD
2089,113100,California Institute of Technology,Pasadena,CA,4/10/2014,$252.00 ,Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
2090,113100,California Institute of Technology,Pasadena,CA,4/10/2014,$100.00 ,Monetary Gift,FRANCE,Mr. Marc K. De Feriet
2091,113100,California Institute of Technology,Pasadena,CA,4/9/2014,$489.00 ,Contract,GERMANY,EMFRET ANALYTICS GMBH
2092,113100,California Institute of Technology,Pasadena,CA,4/8/2014,"$9,276.00 ",Contract,CANADA,LASERGLOW. COM LTD
2093,113100,California Institute of Technology,Pasadena,CA,4/7/2014,$656.00 ,Contract,GERMANY,PROGEN
2094,113100,California Institute of Technology,Pasadena,CA,4/4/2014,"$1,921.00 ",Contract,GERMANY,EZ SQUID
2095,113100,California Institute of Technology,Pasadena,CA,4/4/2014,"$1,800.00 ",Contract,ENGLAND,CHASE RESEARCH CRYOGENICS LTD
2096,113100,California Institute of Technology,Pasadena,CA,4/3/2014,$850.00 ,Contract,CHINA,INNOLIGHT TECHNOLOGY CORPORATION
2097,113100,California Institute of Technology,Pasadena,CA,4/2/2014,"$5,625.00 ",Contract,CHINA,HANGZHOU ROYAL IMPORT AND EXPORT CO
2098,113100,California Institute of Technology,Pasadena,CA,4/2/2014,"$2,812.00 ",Contract,GERMANY,MILDE MARKETING
2099,113100,California Institute of Technology,Pasadena,CA,4/2/2014,$750.00 ,Contract,TAIWAN,SEMICONDUCTOR WAFER INC
2100,113100,California Institute of Technology,Pasadena,CA,4/2/2014,$275.00 ,Contract,GERMANY,PROGEN
2101,113100,California Institute of Technology,Pasadena,CA,4/1/2014,"$5,120.00 ",Contract,CANADA,LASERGLOW. COM LTD
2102,113100,California Institute of Technology,Pasadena,CA,4/1/2014,"$3,861.00 ",Contract,CANADA,ZABER TECHNOLOGIES
2103,113100,California Institute of Technology,Pasadena,CA,4/1/2014,$160.00 ,Contract,SOUTH KOREA,NEXOLON CO LTD
2104,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$227,916.00 ",Contract,JAPAN,THE UNIVERSITY OF TOKYO
2105,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$125,394.00 ",Contract,KOREA,GWANGJU INSTITUTE OF SCIENCE AND TE
2106,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$66,067.00 ",Contract,FRANCE,SANOFI-AVENTIS
2107,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$52,572.00 ",Contract,TAIWAN,NATIONAL CENTRAL UNIVERSITY
2108,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$29,312.00 ",Contract,JAPAN,JAPAN SCIENCE AND TECHNOLOGY CORP
2109,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$27,607.00 ",Contract,NORWAY,STATOIL PETROLEUM AS
2110,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$23,442.00 ",Contract,SAUDI ARABIA,KING ABDULLAH UNIVERSITY FOR SCIENC
2111,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$20,584.00 ",Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
2112,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$14,877.00 ",Contract,GERMANY,AREVA
2113,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$10,216.00 ",Contract,FRANCE,AIRBUS
2114,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$9,762.00 ",Contract,DENMARK,NOVO NORDISK A/S
2115,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$8,206.00 ",Contract,FRANCE,HUMAN FRONTIER SCIENCE PROGRAM
2116,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$7,807.00 ",Contract,JAPAN,SONY CORPORATION
2117,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$7,276.00 ",Contract,JAPAN,"TORAY INDUSTRIES, INC."
2118,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$6,858.00 ",Contract,KOREA,"SAMSUNG ELECTRONICS COMPANY, LTD."
2119,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$6,829.00 ",Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
2120,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$4,573.00 ",Contract,ENGLAND,UNIVERSITY OF LEEDS
2121,113100,California Institute of Technology,Pasadena,CA,3/31/2014,"$1,890.00 ",Contract,DENMARK,DANMARKS TECKNISKE UNIVERSITET
2122,113100,California Institute of Technology,Pasadena,CA,3/31/2014,$623.00 ,Contract,ENGLAND,UNIVERSITY OF CAMBRIDGE
2123,113100,California Institute of Technology,Pasadena,CA,3/31/2014,$524.00 ,Contract,FRANCE,INSTITUT CATALÀ DE CIÈNCIES DEL CLI
2124,113100,California Institute of Technology,Pasadena,CA,3/31/2014,$316.00 ,Contract,JAPAN,TAMAGAWA UNIVERSITY
2125,113100,California Institute of Technology,Pasadena,CA,3/28/2014,"$1,495.00 ",Contract,TAIWAN,SEMICONDUCTOR WAFER INC
2126,113100,California Institute of Technology,Pasadena,CA,3/28/2014,$891.00 ,Contract,CANADA,STEMCELL TECHNOLOGIES INCORPORATED
2127,113100,California Institute of Technology,Pasadena,CA,3/27/2014,"$280,574.00 ",Contract,FRANCE,COMPAGNIE INDUSTRIELLE DES LASERS
2128,113100,California Institute of Technology,Pasadena,CA,3/27/2014,"$10,620.00 ",Contract,ENGLAND,TTP LABTECH LTD
2129,113100,California Institute of Technology,Pasadena,CA,3/27/2014,$70.00 ,Contract,ENGLAND,APOLLO SCIENTIFIC LTD
2130,113100,California Institute of Technology,Pasadena,CA,3/26/2014,"$21,462.00 ",Contract,DENMARK,UNISENSE
2131,113100,California Institute of Technology,Pasadena,CA,3/26/2014,"$10,176.00 ",Contract,ENGLAND,TEKDATA INTERCONNECTIONS LIMITED
2132,113100,California Institute of Technology,Pasadena,CA,3/26/2014,"$4,409.00 ",Contract,GERMANY,"HENTSCHEL, ANN M"
2133,113100,California Institute of Technology,Pasadena,CA,3/26/2014,$300.00 ,Contract,GERMANY,"HENTSCHEL, KLAUS"
2134,113100,California Institute of Technology,Pasadena,CA,3/24/2014,"$1,187.00 ",Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
2135,113100,California Institute of Technology,Pasadena,CA,3/24/2014,$35.00 ,Contract,ENGLAND,APOLLO SCIENTIFIC LTD
2136,113100,California Institute of Technology,Pasadena,CA,3/21/2014,$665.00 ,Contract,GERMANY,"JULSETH, MARA JEAN"
2137,113100,California Institute of Technology,Pasadena,CA,3/21/2014,$151.00 ,Contract,ENGLAND,LABCO LIMITED
2138,113100,California Institute of Technology,Pasadena,CA,3/20/2014,"$6,624.00 ",Contract,CANADA,SELLECK CHEMICALS LLC
2139,113100,California Institute of Technology,Pasadena,CA,3/20/2014,"$5,100.00 ",Contract,CHINA,SHANGHAI SICCAS HIGH TECHNOLOGY COR
2140,113100,California Institute of Technology,Pasadena,CA,3/20/2014,"$1,220.00 ",Contract,ENGLAND,DUNDEE CELL PRODUCTS LTD
2141,113100,California Institute of Technology,Pasadena,CA,3/19/2014,"$5,100.00 ",Contract,CHINA,SHANGHAI SICCAS HIGH TECHNOLOGY COR
2142,113100,California Institute of Technology,Pasadena,CA,3/19/2014,"$1,038.00 ",Contract,CANADA,SILICYCLE INC
2143,113100,California Institute of Technology,Pasadena,CA,3/19/2014,$138.00 ,Contract,GERMANY,PROGEN
